date,homeTeam,awayTeam,pred_year,pred_home_win_prob,pred_home_win_pct
5/6/2025,ARI,MIA,2025,0.499981987,49.99819868
5/7/2025,ARI,MIA,2025,0.499981987,49.99819868
5/8/2025,ARI,MIA,2025,0.499981987,49.99819868
5/9/2025,ARI,MIL,2025,0.436116328,43.61163278
5/10/2025,ARI,MIL,2025,0.436116328,43.61163278
5/11/2025,ARI,MIL,2025,0.436116328,43.61163278
5/12/2025,ARI,MIN,2025,0.550070922,55.00709217
5/13/2025,ARI,MIN,2025,0.550070922,55.00709217
5/14/2025,ARI,MIN,2025,0.550070922,55.00709217
5/15/2025,ARI,NYA,2025,0.44595956,44.59595598
5/16/2025,ARI,NYA,2025,0.44595956,44.59595598
5/17/2025,ARI,NYA,2025,0.44595956,44.59595598
5/18/2025,ARI,NYN,2025,0.656241584,65.62415844
5/19/2025,ARI,NYN,2025,0.656241584,65.62415844
5/20/2025,ARI,NYN,2025,0.656241584,65.62415844
5/21/2025,ARI,OAK,2025,0.429447923,42.94479228
5/22/2025,ARI,OAK,2025,0.429447923,42.94479228
5/23/2025,ARI,OAK,2025,0.429447923,42.94479228
5/24/2025,ARI,PHI,2025,0.359306918,35.93069176
5/25/2025,ARI,PHI,2025,0.359306918,35.93069176
5/26/2025,ARI,PHI,2025,0.359306918,35.93069176
5/27/2025,ARI,PIT,2025,0.388875379,38.88753792
5/28/2025,ARI,PIT,2025,0.388875379,38.88753792
5/29/2025,ARI,PIT,2025,0.388875379,38.88753792
5/30/2025,ARI,SDN,2025,0.382200856,38.22008559
5/31/2025,ARI,SDN,2025,0.382200856,38.22008559
6/1/2025,ARI,SDN,2025,0.382200856,38.22008559
6/2/2025,ARI,SEA,2025,0.41247629,41.24762899
6/3/2025,ARI,SEA,2025,0.41247629,41.24762899
6/4/2025,ARI,SEA,2025,0.41247629,41.24762899
6/5/2025,ARI,SFN,2025,0.426471079,42.64710787
6/6/2025,ARI,SFN,2025,0.426471079,42.64710787
6/7/2025,ARI,SFN,2025,0.426471079,42.64710787
6/8/2025,ARI,SLN,2025,0.420517886,42.05178861
6/9/2025,ARI,SLN,2025,0.420517886,42.05178861
6/10/2025,ARI,SLN,2025,0.420517886,42.05178861
6/11/2025,ARI,TBA,2025,0.380730095,38.07300946
6/12/2025,ARI,TBA,2025,0.380730095,38.07300946
6/13/2025,ARI,TBA,2025,0.380730095,38.07300946
6/14/2025,ARI,TEX,2025,0.418741312,41.87413116
6/15/2025,ARI,TEX,2025,0.418741312,41.87413116
6/16/2025,ARI,TEX,2025,0.418741312,41.87413116
6/17/2025,ARI,TOR,2025,0.617691631,61.76916306
6/18/2025,ARI,TOR,2025,0.617691631,61.76916306
6/19/2025,ARI,TOR,2025,0.617691631,61.76916306
6/20/2025,ARI,WAS,2025,0.434835326,43.48353262
6/21/2025,ARI,WAS,2025,0.434835326,43.48353262
6/22/2025,ARI,WAS,2025,0.434835326,43.48353262
6/23/2025,ATL,ARI,2025,0.630819145,63.0819145
6/24/2025,ATL,ARI,2025,0.630819145,63.0819145
6/25/2025,ATL,ARI,2025,0.630819145,63.0819145
6/26/2025,ATL,BAL,2025,0.581683335,58.16833353
6/27/2025,ATL,BAL,2025,0.581683335,58.16833353
6/28/2025,ATL,BAL,2025,0.581683335,58.16833353
6/29/2025,ATL,BOS,2025,0.591385852,59.13858525
6/30/2025,ATL,BOS,2025,0.591385852,59.13858525
7/1/2025,ATL,BOS,2025,0.591385852,59.13858525
7/2/2025,ATL,CHA,2025,0.712962662,71.2962662
7/3/2025,ATL,CHA,2025,0.712962662,71.2962662
7/4/2025,ATL,CHA,2025,0.712962662,71.2962662
7/5/2025,ATL,CHN,2025,0.516100235,51.61002349
7/6/2025,ATL,CHN,2025,0.516100235,51.61002349
7/7/2025,ATL,CHN,2025,0.516100235,51.61002349
7/8/2025,ATL,CIN,2025,0.646126051,64.61260508
7/9/2025,ATL,CIN,2025,0.646126051,64.61260508
7/10/2025,ATL,CIN,2025,0.646126051,64.61260508
7/11/2025,ATL,CLE,2025,0.576598732,57.65987323
7/12/2025,ATL,CLE,2025,0.576598732,57.65987323
7/13/2025,ATL,CLE,2025,0.576598732,57.65987323
7/14/2025,ATL,COL,2025,0.627385486,62.73854857
7/15/2025,ATL,COL,2025,0.627385486,62.73854857
7/16/2025,ATL,COL,2025,0.627385486,62.73854857
7/17/2025,ATL,DET,2025,0.527030365,52.70303646
7/18/2025,ATL,DET,2025,0.527030365,52.70303646
7/19/2025,ATL,DET,2025,0.527030365,52.70303646
7/20/2025,ATL,HOU,2025,0.554637553,55.46375526
7/21/2025,ATL,HOU,2025,0.554637553,55.46375526
7/22/2025,ATL,HOU,2025,0.554637553,55.46375526
7/23/2025,ATL,KCA,2025,0.533805669,53.38056695
7/24/2025,ATL,KCA,2025,0.533805669,53.38056695
7/25/2025,ATL,KCA,2025,0.533805669,53.38056695
7/26/2025,ATL,LAA,2025,0.65558223,65.55822302
7/27/2025,ATL,LAA,2025,0.65558223,65.55822302
7/28/2025,ATL,LAA,2025,0.65558223,65.55822302
7/29/2025,ATL,LAN,2025,0.64697871,64.69787096
7/30/2025,ATL,LAN,2025,0.64697871,64.69787096
7/31/2025,ATL,LAN,2025,0.64697871,64.69787096
8/1/2025,ATL,MIA,2025,0.591902607,59.19026073
8/2/2025,ATL,MIA,2025,0.591902607,59.19026073
8/3/2025,ATL,MIA,2025,0.591902607,59.19026073
8/4/2025,ATL,MIL,2025,0.697361078,69.73610782
8/5/2025,ATL,MIL,2025,0.697361078,69.73610782
8/6/2025,ATL,MIL,2025,0.697361078,69.73610782
8/7/2025,ATL,MIN,2025,0.630441371,63.04413715
8/8/2025,ATL,MIN,2025,0.630441371,63.04413715
8/9/2025,ATL,MIN,2025,0.630441371,63.04413715
8/10/2025,ATL,NYA,2025,0.603856371,60.38563706
8/11/2025,ATL,NYA,2025,0.603856371,60.38563706
8/12/2025,ATL,NYA,2025,0.603856371,60.38563706
8/13/2025,ATL,NYN,2025,0.692857466,69.28574662
8/14/2025,ATL,NYN,2025,0.692857466,69.28574662
8/15/2025,ATL,NYN,2025,0.692857466,69.28574662
8/16/2025,ATL,OAK,2025,0.585420328,58.54203278
8/17/2025,ATL,OAK,2025,0.585420328,58.54203278
8/18/2025,ATL,OAK,2025,0.585420328,58.54203278
8/19/2025,ATL,PHI,2025,0.4807966,48.07966
8/20/2025,ATL,PHI,2025,0.4807966,48.07966
8/21/2025,ATL,PHI,2025,0.4807966,48.07966
8/22/2025,ATL,PIT,2025,0.572985581,57.2985581
8/23/2025,ATL,PIT,2025,0.572985581,57.2985581
8/24/2025,ATL,PIT,2025,0.572985581,57.2985581
8/25/2025,ATL,SDN,2025,0.570075702,57.00757016
8/26/2025,ATL,SDN,2025,0.570075702,57.00757016
8/27/2025,ATL,SDN,2025,0.570075702,57.00757016
8/28/2025,ATL,SEA,2025,0.6022386,60.22385996
8/29/2025,ATL,SEA,2025,0.6022386,60.22385996
8/30/2025,ATL,SEA,2025,0.6022386,60.22385996
8/31/2025,ATL,SFN,2025,0.615989628,61.59896283
9/1/2025,ATL,SFN,2025,0.615989628,61.59896283
9/2/2025,ATL,SFN,2025,0.615989628,61.59896283
9/3/2025,ATL,SLN,2025,0.516460405,51.6460405
9/4/2025,ATL,SLN,2025,0.516460405,51.6460405
9/5/2025,ATL,SLN,2025,0.516460405,51.6460405
9/6/2025,ATL,TBA,2025,0.598577975,59.85779752
9/7/2025,ATL,TBA,2025,0.598577975,59.85779752
9/8/2025,ATL,TBA,2025,0.598577975,59.85779752
9/9/2025,ATL,TEX,2025,0.593922537,59.39225372
9/10/2025,ATL,TEX,2025,0.593922537,59.39225372
9/11/2025,ATL,TEX,2025,0.593922537,59.39225372
9/12/2025,ATL,TOR,2025,0.594416381,59.4416381
9/13/2025,ATL,TOR,2025,0.594416381,59.4416381
9/14/2025,ATL,TOR,2025,0.594416381,59.4416381
9/15/2025,ATL,WAS,2025,0.604483324,60.44833241
9/16/2025,ATL,WAS,2025,0.604483324,60.44833241
9/17/2025,ATL,WAS,2025,0.604483324,60.44833241
9/18/2025,BAL,ARI,2025,0.677802485,67.78024851
9/19/2025,BAL,ARI,2025,0.677802485,67.78024851
9/20/2025,BAL,ARI,2025,0.677802485,67.78024851
9/21/2025,BAL,ATL,2025,0.536953105,53.69531052
9/22/2025,BAL,ATL,2025,0.536953105,53.69531052
9/23/2025,BAL,ATL,2025,0.536953105,53.69531052
3/28/2025,BAL,BOS,2025,0.621926923,62.19269226
3/29/2025,BAL,BOS,2025,0.621926923,62.19269226
3/30/2025,BAL,BOS,2025,0.621926923,62.19269226
3/31/2025,BAL,CHA,2025,0.762898633,76.28986334
4/1/2025,BAL,CHA,2025,0.762898633,76.28986334
4/2/2025,BAL,CHA,2025,0.762898633,76.28986334
4/3/2025,BAL,CHN,2025,0.56793264,56.79326396
4/4/2025,BAL,CHN,2025,0.56793264,56.79326396
4/5/2025,BAL,CHN,2025,0.56793264,56.79326396
4/6/2025,BAL,CIN,2025,0.643364951,64.33649511
4/7/2025,BAL,CIN,2025,0.643364951,64.33649511
4/8/2025,BAL,CIN,2025,0.643364951,64.33649511
4/9/2025,BAL,CLE,2025,0.642205956,64.22059564
4/10/2025,BAL,CLE,2025,0.642205956,64.22059564
4/11/2025,BAL,CLE,2025,0.642205956,64.22059564
4/12/2025,BAL,COL,2025,0.687156758,68.71567576
4/13/2025,BAL,COL,2025,0.687156758,68.71567576
4/14/2025,BAL,COL,2025,0.687156758,68.71567576
4/15/2025,BAL,DET,2025,0.575233236,57.52332356
4/16/2025,BAL,DET,2025,0.575233236,57.52332356
4/17/2025,BAL,DET,2025,0.575233236,57.52332356
4/18/2025,BAL,HOU,2025,0.624981402,62.49814018
4/19/2025,BAL,HOU,2025,0.624981402,62.49814018
4/20/2025,BAL,HOU,2025,0.624981402,62.49814018
4/21/2025,BAL,KCA,2025,0.590999236,59.09992365
4/22/2025,BAL,KCA,2025,0.590999236,59.09992365
4/23/2025,BAL,KCA,2025,0.590999236,59.09992365
4/24/2025,BAL,LAA,2025,0.684793983,68.47939834
4/25/2025,BAL,LAA,2025,0.684793983,68.47939834
4/26/2025,BAL,LAA,2025,0.684793983,68.47939834
4/27/2025,BAL,LAN,2025,0.687059707,68.70597072
4/28/2025,BAL,LAN,2025,0.687059707,68.70597072
4/29/2025,BAL,LAN,2025,0.687059707,68.70597072
4/30/2025,BAL,MIA,2025,0.646696635,64.6696635
5/1/2025,BAL,MIA,2025,0.646696635,64.6696635
5/2/2025,BAL,MIA,2025,0.646696635,64.6696635
5/3/2025,BAL,MIL,2025,0.685225502,68.5225502
5/4/2025,BAL,MIL,2025,0.685225502,68.5225502
5/5/2025,BAL,MIL,2025,0.685225502,68.5225502
5/6/2025,BAL,MIN,2025,0.664576251,66.45762505
5/7/2025,BAL,MIN,2025,0.664576251,66.45762505
5/8/2025,BAL,MIN,2025,0.664576251,66.45762505
5/9/2025,BAL,NYA,2025,0.629454375,62.94543749
5/10/2025,BAL,NYA,2025,0.629454375,62.94543749
5/11/2025,BAL,NYA,2025,0.629454375,62.94543749
5/12/2025,BAL,NYN,2025,0.737103971,73.71039709
5/13/2025,BAL,NYN,2025,0.737103971,73.71039709
5/14/2025,BAL,NYN,2025,0.737103971,73.71039709
5/15/2025,BAL,OAK,2025,0.657189233,65.71892333
5/16/2025,BAL,OAK,2025,0.657189233,65.71892333
5/17/2025,BAL,OAK,2025,0.657189233,65.71892333
5/18/2025,BAL,PHI,2025,0.51366041,51.36604095
5/19/2025,BAL,PHI,2025,0.51366041,51.36604095
5/20/2025,BAL,PHI,2025,0.51366041,51.36604095
5/21/2025,BAL,PIT,2025,0.625693986,62.56939861
5/22/2025,BAL,PIT,2025,0.625693986,62.56939861
5/23/2025,BAL,PIT,2025,0.625693986,62.56939861
5/24/2025,BAL,SDN,2025,0.543511759,54.3511759
5/25/2025,BAL,SDN,2025,0.543511759,54.3511759
5/26/2025,BAL,SDN,2025,0.543511759,54.3511759
5/27/2025,BAL,SEA,2025,0.6183789,61.83789
5/28/2025,BAL,SEA,2025,0.6183789,61.83789
5/29/2025,BAL,SEA,2025,0.6183789,61.83789
5/30/2025,BAL,SFN,2025,0.651304167,65.13041671
5/31/2025,BAL,SFN,2025,0.651304167,65.13041671
6/1/2025,BAL,SFN,2025,0.651304167,65.13041671
6/2/2025,BAL,SLN,2025,0.533844037,53.38440373
6/3/2025,BAL,SLN,2025,0.533844037,53.38440373
6/4/2025,BAL,SLN,2025,0.533844037,53.38440373
6/5/2025,BAL,TBA,2025,0.529743196,52.97431959
6/6/2025,BAL,TBA,2025,0.529743196,52.97431959
6/7/2025,BAL,TBA,2025,0.529743196,52.97431959
6/8/2025,BAL,TEX,2025,0.63410811,63.41081105
6/9/2025,BAL,TEX,2025,0.63410811,63.41081105
6/10/2025,BAL,TEX,2025,0.63410811,63.41081105
6/11/2025,BAL,TOR,2025,0.687890093,68.78900931
6/12/2025,BAL,TOR,2025,0.687890093,68.78900931
6/13/2025,BAL,TOR,2025,0.687890093,68.78900931
6/14/2025,BAL,WAS,2025,0.676887715,67.6887715
6/15/2025,BAL,WAS,2025,0.676887715,67.6887715
6/16/2025,BAL,WAS,2025,0.676887715,67.6887715
6/17/2025,BOS,ARI,2025,0.648625866,64.86258657
6/18/2025,BOS,ARI,2025,0.648625866,64.86258657
6/19/2025,BOS,ARI,2025,0.648625866,64.86258657
6/20/2025,BOS,ATL,2025,0.543281831,54.3281831
6/21/2025,BOS,ATL,2025,0.543281831,54.3281831
6/22/2025,BOS,ATL,2025,0.543281831,54.3281831
6/23/2025,BOS,BAL,2025,0.510659323,51.06593226
6/24/2025,BOS,BAL,2025,0.510659323,51.06593226
6/25/2025,BOS,BAL,2025,0.510659323,51.06593226
6/26/2025,BOS,CHA,2025,0.761367354,76.13673537
6/27/2025,BOS,CHA,2025,0.761367354,76.13673537
6/28/2025,BOS,CHA,2025,0.761367354,76.13673537
6/29/2025,BOS,CHN,2025,0.570647988,57.06479876
6/30/2025,BOS,CHN,2025,0.570647988,57.06479876
7/1/2025,BOS,CHN,2025,0.570647988,57.06479876
7/2/2025,BOS,CIN,2025,0.652848946,65.28489458
7/3/2025,BOS,CIN,2025,0.652848946,65.28489458
7/4/2025,BOS,CIN,2025,0.652848946,65.28489458
7/5/2025,BOS,CLE,2025,0.645644002,64.56440024
7/6/2025,BOS,CLE,2025,0.645644002,64.56440024
7/7/2025,BOS,CLE,2025,0.645644002,64.56440024
7/8/2025,BOS,COL,2025,0.664401848,66.44018484
7/9/2025,BOS,COL,2025,0.664401848,66.44018484
7/10/2025,BOS,COL,2025,0.664401848,66.44018484
7/11/2025,BOS,DET,2025,0.563427607,56.34276069
7/12/2025,BOS,DET,2025,0.563427607,56.34276069
7/13/2025,BOS,DET,2025,0.563427607,56.34276069
7/14/2025,BOS,HOU,2025,0.631484617,63.14846171
7/15/2025,BOS,HOU,2025,0.631484617,63.14846171
7/16/2025,BOS,HOU,2025,0.631484617,63.14846171
7/17/2025,BOS,KCA,2025,0.569950913,56.99509133
7/18/2025,BOS,KCA,2025,0.569950913,56.99509133
7/19/2025,BOS,KCA,2025,0.569950913,56.99509133
7/20/2025,BOS,LAA,2025,0.66954543,66.95454299
7/21/2025,BOS,LAA,2025,0.66954543,66.95454299
7/22/2025,BOS,LAA,2025,0.66954543,66.95454299
7/23/2025,BOS,LAN,2025,0.686198167,68.61981666
7/24/2025,BOS,LAN,2025,0.686198167,68.61981666
7/25/2025,BOS,LAN,2025,0.686198167,68.61981666
7/26/2025,BOS,MIA,2025,0.627639536,62.76395361
7/27/2025,BOS,MIA,2025,0.627639536,62.76395361
7/28/2025,BOS,MIA,2025,0.627639536,62.76395361
7/29/2025,BOS,MIL,2025,0.599822096,59.98220956
7/30/2025,BOS,MIL,2025,0.599822096,59.98220956
7/31/2025,BOS,MIL,2025,0.599822096,59.98220956
8/1/2025,BOS,MIN,2025,0.651076166,65.10761657
8/2/2025,BOS,MIN,2025,0.651076166,65.10761657
8/3/2025,BOS,MIN,2025,0.651076166,65.10761657
8/4/2025,BOS,NYA,2025,0.627941066,62.79410663
8/5/2025,BOS,NYA,2025,0.627941066,62.79410663
8/6/2025,BOS,NYA,2025,0.627941066,62.79410663
8/7/2025,BOS,NYN,2025,0.736327331,73.6327331
8/8/2025,BOS,NYN,2025,0.736327331,73.6327331
8/9/2025,BOS,NYN,2025,0.736327331,73.6327331
8/10/2025,BOS,OAK,2025,0.641316852,64.13168521
8/11/2025,BOS,OAK,2025,0.641316852,64.13168521
8/12/2025,BOS,OAK,2025,0.641316852,64.13168521
8/13/2025,BOS,PHI,2025,0.491357917,49.13579174
8/14/2025,BOS,PHI,2025,0.491357917,49.13579174
8/15/2025,BOS,PHI,2025,0.491357917,49.13579174
8/16/2025,BOS,PIT,2025,0.525903858,52.5903858
8/17/2025,BOS,PIT,2025,0.525903858,52.5903858
8/18/2025,BOS,PIT,2025,0.525903858,52.5903858
8/19/2025,BOS,SDN,2025,0.526151378,52.61513782
8/20/2025,BOS,SDN,2025,0.526151378,52.61513782
8/21/2025,BOS,SDN,2025,0.526151378,52.61513782
8/22/2025,BOS,SEA,2025,0.641476801,64.14768012
8/23/2025,BOS,SEA,2025,0.641476801,64.14768012
8/24/2025,BOS,SEA,2025,0.641476801,64.14768012
8/25/2025,BOS,SFN,2025,0.565970961,56.59709608
8/26/2025,BOS,SFN,2025,0.565970961,56.59709608
8/27/2025,BOS,SFN,2025,0.565970961,56.59709608
8/28/2025,BOS,SLN,2025,0.540478319,54.04783186
8/29/2025,BOS,SLN,2025,0.540478319,54.04783186
8/30/2025,BOS,SLN,2025,0.540478319,54.04783186
8/31/2025,BOS,TBA,2025,0.534367258,53.4367258
9/1/2025,BOS,TBA,2025,0.534367258,53.4367258
9/2/2025,BOS,TBA,2025,0.534367258,53.4367258
9/3/2025,BOS,TEX,2025,0.5350257,53.50257004
9/4/2025,BOS,TEX,2025,0.5350257,53.50257004
9/5/2025,BOS,TEX,2025,0.5350257,53.50257004
9/6/2025,BOS,TOR,2025,0.663275912,66.32759118
9/7/2025,BOS,TOR,2025,0.663275912,66.32759118
9/8/2025,BOS,TOR,2025,0.663275912,66.32759118
9/9/2025,BOS,WAS,2025,0.64604102,64.60410204
9/10/2025,BOS,WAS,2025,0.64604102,64.60410204
9/11/2025,BOS,WAS,2025,0.64604102,64.60410204
9/12/2025,CHA,ARI,2025,0.633076703,63.30767029
9/13/2025,CHA,ARI,2025,0.633076703,63.30767029
9/14/2025,CHA,ARI,2025,0.633076703,63.30767029
9/15/2025,CHA,ATL,2025,0.636458342,63.64583417
9/16/2025,CHA,ATL,2025,0.636458342,63.64583417
9/17/2025,CHA,ATL,2025,0.636458342,63.64583417
9/18/2025,CHA,BAL,2025,0.584805225,58.48052249
9/19/2025,CHA,BAL,2025,0.584805225,58.48052249
9/20/2025,CHA,BAL,2025,0.584805225,58.48052249
9/21/2025,CHA,BOS,2025,0.602798892,60.27988923
9/22/2025,CHA,BOS,2025,0.602798892,60.27988923
9/23/2025,CHA,BOS,2025,0.602798892,60.27988923
3/28/2025,CHA,CHN,2025,0.63301952,63.30195201
3/29/2025,CHA,CHN,2025,0.63301952,63.30195201
3/30/2025,CHA,CHN,2025,0.63301952,63.30195201
3/31/2025,CHA,CIN,2025,0.68173936,68.17393597
4/1/2025,CHA,CIN,2025,0.68173936,68.17393597
4/2/2025,CHA,CIN,2025,0.68173936,68.17393597
4/3/2025,CHA,CLE,2025,0.62430093,62.43009299
4/4/2025,CHA,CLE,2025,0.62430093,62.43009299
4/5/2025,CHA,CLE,2025,0.62430093,62.43009299
4/6/2025,CHA,COL,2025,0.774699627,77.46996274
4/7/2025,CHA,COL,2025,0.774699627,77.46996274
4/8/2025,CHA,COL,2025,0.774699627,77.46996274
4/9/2025,CHA,DET,2025,0.628649915,62.86499155
4/10/2025,CHA,DET,2025,0.628649915,62.86499155
4/11/2025,CHA,DET,2025,0.628649915,62.86499155
4/12/2025,CHA,HOU,2025,0.627156412,62.71564117
4/13/2025,CHA,HOU,2025,0.627156412,62.71564117
4/14/2025,CHA,HOU,2025,0.627156412,62.71564117
4/15/2025,CHA,KCA,2025,0.632160061,63.21600609
4/16/2025,CHA,KCA,2025,0.632160061,63.21600609
4/17/2025,CHA,KCA,2025,0.632160061,63.21600609
4/18/2025,CHA,LAA,2025,0.62766344,62.76634399
4/19/2025,CHA,LAA,2025,0.62766344,62.76634399
4/20/2025,CHA,LAA,2025,0.62766344,62.76634399
4/21/2025,CHA,LAN,2025,0.624766486,62.47664856
4/22/2025,CHA,LAN,2025,0.624766486,62.47664856
4/23/2025,CHA,LAN,2025,0.624766486,62.47664856
4/24/2025,CHA,MIA,2025,0.648616082,64.86160825
4/25/2025,CHA,MIA,2025,0.648616082,64.86160825
4/26/2025,CHA,MIA,2025,0.648616082,64.86160825
4/27/2025,CHA,MIL,2025,0.63330344,63.330344
4/28/2025,CHA,MIL,2025,0.63330344,63.330344
4/29/2025,CHA,MIL,2025,0.63330344,63.330344
4/30/2025,CHA,MIN,2025,0.736976015,73.69760146
5/1/2025,CHA,MIN,2025,0.736976015,73.69760146
5/2/2025,CHA,MIN,2025,0.736976015,73.69760146
5/3/2025,CHA,NYA,2025,0.647718934,64.77189335
5/4/2025,CHA,NYA,2025,0.647718934,64.77189335
5/5/2025,CHA,NYA,2025,0.647718934,64.77189335
5/6/2025,CHA,NYN,2025,0.660860322,66.08603217
5/7/2025,CHA,NYN,2025,0.660860322,66.08603217
5/8/2025,CHA,NYN,2025,0.660860322,66.08603217
5/9/2025,CHA,OAK,2025,0.62751881,62.75188099
5/10/2025,CHA,OAK,2025,0.62751881,62.75188099
5/11/2025,CHA,OAK,2025,0.62751881,62.75188099
5/12/2025,CHA,PHI,2025,0.596483139,59.64831393
5/13/2025,CHA,PHI,2025,0.596483139,59.64831393
5/14/2025,CHA,PHI,2025,0.596483139,59.64831393
5/15/2025,CHA,PIT,2025,0.564632415,56.46324151
5/16/2025,CHA,PIT,2025,0.564632415,56.46324151
5/17/2025,CHA,PIT,2025,0.564632415,56.46324151
5/18/2025,CHA,SDN,2025,0.563559402,56.35594016
5/19/2025,CHA,SDN,2025,0.563559402,56.35594016
5/20/2025,CHA,SDN,2025,0.563559402,56.35594016
5/21/2025,CHA,SEA,2025,0.605090951,60.50909507
5/22/2025,CHA,SEA,2025,0.605090951,60.50909507
5/23/2025,CHA,SEA,2025,0.605090951,60.50909507
5/24/2025,CHA,SFN,2025,0.638394899,63.83948985
5/25/2025,CHA,SFN,2025,0.638394899,63.83948985
5/26/2025,CHA,SFN,2025,0.638394899,63.83948985
5/27/2025,CHA,SLN,2025,0.62906657,62.90665701
5/28/2025,CHA,SLN,2025,0.62906657,62.90665701
5/29/2025,CHA,SLN,2025,0.62906657,62.90665701
5/30/2025,CHA,TBA,2025,0.636728458,63.67284581
5/31/2025,CHA,TBA,2025,0.636728458,63.67284581
6/1/2025,CHA,TBA,2025,0.636728458,63.67284581
6/2/2025,CHA,TEX,2025,0.570410015,57.04100153
6/3/2025,CHA,TEX,2025,0.570410015,57.04100153
6/4/2025,CHA,TEX,2025,0.570410015,57.04100153
6/5/2025,CHA,TOR,2025,0.610856721,61.08567207
6/6/2025,CHA,TOR,2025,0.610856721,61.08567207
6/7/2025,CHA,TOR,2025,0.610856721,61.08567207
6/8/2025,CHA,WAS,2025,0.638783287,63.87832871
6/9/2025,CHA,WAS,2025,0.638783287,63.87832871
6/10/2025,CHA,WAS,2025,0.638783287,63.87832871
6/11/2025,CHN,ARI,2025,0.56621194,56.62119396
6/12/2025,CHN,ARI,2025,0.56621194,56.62119396
6/13/2025,CHN,ARI,2025,0.56621194,56.62119396
6/14/2025,CHN,ATL,2025,0.570730377,57.07303773
6/15/2025,CHN,ATL,2025,0.570730377,57.07303773
6/16/2025,CHN,ATL,2025,0.570730377,57.07303773
6/17/2025,CHN,BAL,2025,0.532010499,53.20104986
6/18/2025,CHN,BAL,2025,0.532010499,53.20104986
6/19/2025,CHN,BAL,2025,0.532010499,53.20104986
6/20/2025,CHN,BOS,2025,0.546870718,54.68707181
6/21/2025,CHN,BOS,2025,0.546870718,54.68707181
6/22/2025,CHN,BOS,2025,0.546870718,54.68707181
6/23/2025,CHN,CHA,2025,0.714280678,71.42806779
6/24/2025,CHN,CHA,2025,0.714280678,71.42806779
6/25/2025,CHN,CHA,2025,0.714280678,71.42806779
6/26/2025,CHN,CIN,2025,0.603443373,60.34433727
6/27/2025,CHN,CIN,2025,0.603443373,60.34433727
6/28/2025,CHN,CIN,2025,0.603443373,60.34433727
6/29/2025,CHN,CLE,2025,0.534798566,53.47985663
6/30/2025,CHN,CLE,2025,0.534798566,53.47985663
7/1/2025,CHN,CLE,2025,0.534798566,53.47985663
7/2/2025,CHN,COL,2025,0.646364495,64.63644955
7/3/2025,CHN,COL,2025,0.646364495,64.63644955
7/4/2025,CHN,COL,2025,0.646364495,64.63644955
7/5/2025,CHN,DET,2025,0.526629985,52.66299854
7/6/2025,CHN,DET,2025,0.526629985,52.66299854
7/7/2025,CHN,DET,2025,0.526629985,52.66299854
7/8/2025,CHN,HOU,2025,0.494782632,49.47826319
7/9/2025,CHN,HOU,2025,0.494782632,49.47826319
7/10/2025,CHN,HOU,2025,0.494782632,49.47826319
